100000 0.000571
100001 0.000578
100002 0.000572
100003 0.000620
100004 0.000585
100005 0.000570
100006 0.000567
100007 0.000582
100008 0.000550
100009 0.000559
100010 0.000543
100011 0.000559
100012 0.000584
100013 0.000593
100014 0.000565
100015 0.000605
100016 0.000567
100017 0.000568
100018 0.000582
100019 0.000548
100020 0.000530
100021 0.000544
100022 0.000536
100023 0.000544
100024 0.000531
100025 0.000588
100026 0.000563
100027 0.000576
100028 0.000609
100029 0.000582
100030 0.000566
100031 0.000582
100032 0.000530
100033 0.000546
100034 0.000533
100035 0.000543
100036 0.000542
100037 0.000545
100038 0.000566
100039 0.000575
100040 0.000564
100041 0.000616
100042 0.000581
100043 0.000577
100044 0.000560
100045 0.000550
100046 0.000536
100047 0.000548
100048 0.000541
100049 0.000543
100050 0.000533
100051 0.000579
100052 0.000561
100053 0.000581
100054 0.000593
100055 0.000600
100056 0.000555
100057 0.000582
100058 0.000534
100059 0.000551
100060 0.000547
100061 0.000545
100062 0.000536
100063 0.000549
100064 0.000562
100065 0.000575
100066 0.000567
100067 0.000607
100068 0.000589
100069 0.000576
100070 0.000582
100071 0.000546
100072 0.000542
100073 0.000544
100074 0.000533
100075 0.000549
100076 0.000531
100077 0.000575
100078 0.000567
100079 0.000576
100080 0.000596
100081 0.000595
100082 0.000563
100083 0.000580
100084 0.000549
100085 0.000562
100086 0.000548
100087 0.000552
100088 0.000535
100089 0.000550
100090 0.000590
100091 0.000579
100092 0.000564
100093 0.000608
100094 0.000574
100095 0.000573
100096 0.000568
100097 0.000558
100098 0.000547
100099 0.000558
